sale_id,sale_date,product_id,customer_id,total,rating
4457,11/2/2023,10,9,1800,5
5350,12/2/2023,3,9,250,4
2368,8/8/2023,24,9,500,5
3183,9/19/2023,24,9,500,4
3500,9/29/2023,24,9,500,5
7689,2/22/2024,2,9,900,5
9407,5/29/2024,2,9,900,4
10311,9/23/2024,3,9,250,5
4964,11/19/2023,5,9,450,5
7563,2/17/2024,4,9,600,4
127,1/15/2023,19,9,300,4
383,2/7/2023,4,9,600,5
519,2/20/2023,11,9,550,4
2996,9/13/2023,23,9,250,5
3182,9/19/2023,23,9,250,4
3927,10/14/2023,2,9,900,4
6890,1/25/2024,2,9,900,4
7342,2/10/2024,3,9,250,5
51,1/6/2023,13,10,450,4
2224,7/25/2023,7,10,1500,5
3067,9/16/2023,21,10,650,5
3926,10/14/2023,2,10,900,4
4302,10/28/2023,1,10,350,4
4598,11/7/2023,5,10,450,5
8138,3/6/2024,2,10,900,5
10243,9/14/2024,3,10,250,5
187,1/20/2023,26,10,900,4
990,4/2/2023,1,10,350,4
1464,5/13/2023,19,10,300,4
1754,6/8/2023,17,10,600,5
2332,8/4/2023,24,10,500,4
3165,9/19/2023,21,10,650,5
3501,9/29/2023,24,10,500,5
3528,9/30/2023,24,10,500,4
4066,10/19/2023,4,10,600,4
4304,10/28/2023,3,10,250,4
5117,11/25/2023,3,10,250,5
6477,1/10/2024,14,10,320,4
7442,2/13/2024,2,10,900,5
7771,2/25/2024,2,10,900,5
8652,3/24/2024,3,10,250,5
9890,8/3/2024,3,10,250,5
2252,7/27/2023,23,10,250,5
2827,9/8/2023,21,10,650,4
3717,10/6/2023,10,10,1800,4
8125,3/6/2024,1,10,350,4
9199,5/7/2024,4,10,600,5
3901,10/13/2023,2,10,900,4
10214,9/12/2024,3,10,250,5
1534,5/19/2023,18,10,450,5
2122,7/17/2023,7,10,1500,5
3615,10/3/2023,2,10,900,4
4159,10/23/2023,1,10,350,4
7836,2/27/2024,3,10,250,4
8071,3/4/2024,3,10,250,5
10260,9/17/2024,4,10,600,4
59,1/7/2023,6,10,1200,5
1193,4/21/2023,11,10,550,5
10076,8/24/2024,2,10,900,4
1746,6/7/2023,18,11,450,4
7261,2/8/2024,1,11,350,5
8012,3/2/2024,4,11,600,5
803,3/14/2023,17,11,600,4
1364,5/4/2023,18,11,450,4
1939,6/30/2023,6,11,1200,4
4499,11/4/2023,2,11,900,5
5032,11/21/2023,10,11,1800,4
5071,11/23/2023,4,11,600,5
5684,12/14/2023,3,11,250,5
6182,12/31/2023,14,11,320,5
7143,2/3/2024,4,11,600,4
7174,2/5/2024,1,11,350,4
7716,2/23/2024,2,11,900,5
8695,3/25/2024,4,11,600,5
9190,5/7/2024,2,11,900,4
9503,6/12/2024,2,11,900,4
10290,9/20/2024,4,11,600,5
239,1/25/2023,13,11,450,4
2573,8/28/2023,24,11,500,5
3550,10/1/2023,22,11,400,4
3592,10/2/2023,9,11,700,5
3841,10/11/2023,2,11,900,5
4798,11/13/2023,11,11,550,5
5408,12/4/2023,4,11,600,5
199,1/22/2023,19,11,300,4
311,1/31/2023,9,11,700,5
1952,7/1/2023,13,11,450,5
5225,11/29/2023,4,11,600,4
5345,12/2/2023,2,11,900,4
8141,3/6/2024,3,11,250,5
10304,9/22/2024,1,11,350,5
1242,4/25/2023,1,11,350,4
3199,9/20/2023,21,11,650,5
3237,9/21/2023,22,11,400,4
9262,5/13/2024,4,11,600,4
2030,7/8/2023,5,11,450,5
3188,9/19/2023,24,11,500,4
4126,10/22/2023,1,11,350,5
6368,1/6/2024,14,11,320,4
44,1/5/2023,14,12,320,4
1862,6/20/2023,20,12,800,4
2805,9/7/2023,24,12,500,4
4217,10/24/2023,11,12,550,4
5944,12/22/2023,14,12,320,4
6138,12/29/2023,14,12,320,5
6976,1/28/2024,2,12,900,5
7754,2/24/2024,4,12,600,4
8192,3/8/2024,2,12,900,5
8346,3/14/2024,1,12,350,4
9701,7/8/2024,1,12,350,5
852,3/19/2023,8,12,750,4
862,3/20/2023,19,12,300,4
967,3/31/2023,8,12,750,5
1173,4/18/2023,28,12,300,5
2478,8/19/2023,24,12,500,5
2746,9/5/2023,24,12,500,4
3502,9/29/2023,24,12,500,5
6392,1/7/2024,14,12,320,5
6621,1/15/2024,2,12,900,5
6821,1/22/2024,2,12,900,5
8378,3/15/2024,1,12,350,5
8580,3/22/2024,1,12,350,4
1148,4/15/2023,17,12,600,5
2380,8/10/2023,24,12,500,4
3352,9/25/2023,21,12,650,4
3679,10/5/2023,7,12,1500,5
3773,10/8/2023,9,12,700,4
3806,10/9/2023,9,12,700,5
4251,10/26/2023,5,12,450,5
4605,11/7/2023,9,12,700,5
8270,3/11/2024,2,12,900,5
126,1/15/2023,16,12,500,5
495,2/17/2023,3,12,250,4
541,2/22/2023,3,12,250,4
1882,6/22/2023,24,12,500,5
6209,1/1/2024,14,12,320,5
6501,1/11/2024,1,12,350,4
3480,9/29/2023,21,12,650,5
4218,10/25/2023,1,12,350,5
10322,9/25/2024,2,12,900,5
6865,1/24/2024,1,12,350,4
9722,7/10/2024,2,12,900,4
1707,6/4/2023,20,13,800,4
2931,9/10/2023,24,13,500,4
2933,9/11/2023,21,13,650,5
3156,9/18/2023,24,13,500,4
3174,9/19/2023,22,13,400,5
5273,11/30/2023,10,13,1800,4
5327,12/1/2023,9,13,700,4
5972,12/23/2023,14,13,320,4
6314,1/4/2024,14,13,320,5
6481,1/10/2024,14,13,320,5
6712,1/18/2024,4,13,600,5
7729,2/23/2024,4,13,600,5
9957,8/9/2024,4,13,600,4
344,2/2/2023,21,13,650,4
488,2/16/2023,9,13,700,5
1906,6/26/2023,2,13,900,5
2080,7/12/2023,21,13,650,4
2998,9/13/2023,24,13,500,5
3051,9/15/2023,23,13,250,4
3234,9/21/2023,22,13,400,5
3653,10/4/2023,7,13,1500,4
3718,10/6/2023,10,13,1800,5
3738,10/7/2023,4,13,600,5
4420,11/1/2023,11,13,550,4
4650,11/9/2023,1,13,350,5
4846,11/15/2023,5,13,450,4
4909,11/17/2023,11,13,550,4
5110,11/24/2023,11,13,550,4
5870,12/20/2023,14,13,320,5
6457,1/9/2024,14,13,320,4
8159,3/7/2024,1,13,350,5
8178,3/8/2024,1,13,350,4
8965,4/13/2024,3,13,250,5
9413,5/30/2024,2,13,900,4
9604,6/25/2024,1,13,350,4
9869,7/31/2024,4,13,600,4
752,3/10/2023,17,13,600,4
1254,4/26/2023,4,13,600,5
1584,5/24/2023,17,13,600,4
1748,6/7/2023,21,13,650,5
2835,9/8/2023,22,13,400,5
3630,10/3/2023,10,13,1800,5
9949,8/8/2024,4,13,600,4
4984,11/20/2023,1,13,350,5
8849,3/31/2024,2,13,900,4
9267,5/14/2024,2,13,900,5
556,2/23/2023,5,13,450,4
1932,6/29/2023,8,13,750,5
7360,2/11/2024,1,13,350,5
6283,1/3/2024,14,13,320,4
122,1/14/2023,24,14,500,5
2130,7/17/2023,24,14,500,4
2739,9/5/2023,24,14,500,4
2791,9/7/2023,22,14,400,5
2967,9/12/2023,22,14,400,4
3177,9/19/2023,22,14,400,4
3453,9/28/2023,22,14,400,5
5440,12/5/2023,3,14,250,5
5469,12/6/2023,10,14,1800,5
7863,2/28/2024,1,14,350,4
398,2/9/2023,1,14,350,5
637,3/1/2023,21,14,650,5
719,3/7/2023,17,14,600,4
1090,4/9/2023,27,14,200,4
1921,6/28/2023,14,14,320,4
2002,7/5/2023,21,14,650,4
2921,9/10/2023,23,14,250,4
3217,9/20/2023,24,14,500,4
3549,10/1/2023,22,14,400,5
3629,10/3/2023,10,14,1800,4
4644,11/8/2023,11,14,550,4
5133,11/25/2023,11,14,550,4
5747,12/16/2023,9,14,700,5
5751,12/17/2023,1,14,350,5
6529,1/12/2024,2,14,900,4
7483,2/14/2024,4,14,600,5
1037,4/6/2023,6,14,1200,4
2567,8/28/2023,24,14,500,4
3112,9/17/2023,24,14,500,4
3847,10/11/2023,4,14,600,5
4743,11/12/2023,3,14,250,5
8599,3/22/2024,3,14,250,5
3020,9/14/2023,23,14,250,4
5644,12/12/2023,7,14,1500,4
7959,3/1/2024,4,14,600,5
2296,8/1/2023,2,14,900,4
1329,5/1/2023,26,15,900,5
1667,6/2/2023,4,15,600,5
2473,8/19/2023,24,15,500,4
3240,9/21/2023,22,15,400,4
6100,12/28/2023,14,15,320,5
8191,3/8/2024,2,15,900,5
584,2/25/2023,9,15,700,4
612,2/27/2023,15,15,350,4
1596,5/26/2023,9,15,700,4
2158,7/20/2023,10,15,1800,5
2979,9/13/2023,21,15,650,5
3197,9/20/2023,21,15,650,5
8202,3/8/2024,3,15,250,4
9047,4/22/2024,2,15,900,4
9466,6/6/2024,4,15,600,4
1057,4/7/2023,24,15,500,5
1747,6/7/2023,19,15,300,4
3282,9/22/2023,23,15,250,5
4765,11/12/2023,11,15,550,4
8564,3/21/2024,3,15,250,4
998,4/2/2023,16,15,500,5
2556,8/27/2023,24,15,500,4
3207,9/20/2023,22,15,400,5
6504,1/11/2024,2,15,900,4
6832,1/23/2024,1,15,350,5
7867,2/28/2024,2,15,900,5
9782,7/19/2024,3,15,250,5
393,2/8/2023,18,15,450,4
1267,4/27/2023,8,15,750,5
2775,9/6/2023,24,15,500,4
8478,3/18/2024,2,15,900,5
9552,6/18/2024,2,15,900,4
5855,12/20/2023,14,15,320,5
10328,9/25/2024,2,15,900,5
1325,5/1/2023,23,16,250,4
4390,11/1/2023,2,16,900,5
4679,11/10/2023,4,16,600,4
4686,11/10/2023,6,16,1200,4
6206,12/31/2023,14,16,320,5
7527,2/16/2024,2,16,900,5
7535,2/16/2024,4,16,600,5
7549,2/17/2024,2,16,900,4
7698,2/22/2024,3,16,250,4
7864,2/28/2024,2,16,900,4
10141,9/3/2024,3,16,250,5
176,1/19/2023,20,16,800,4
1648,5/31/2023,16,16,500,4
2251,7/27/2023,14,16,320,5
3694,10/5/2023,11,16,550,4
4029,10/18/2023,1,16,350,5
4662,11/9/2023,7,16,1500,4
4898,11/17/2023,5,16,450,5
5365,12/2/2023,8,16,750,4
5803,12/18/2023,7,16,1500,5
6737,1/19/2024,3,16,250,5
8142,3/6/2024,3,16,250,5
8352,3/14/2024,2,16,900,5
9117,5/1/2024,1,16,350,4
9772,7/18/2024,2,16,900,4
681,3/4/2023,15,16,350,4
2847,9/8/2023,24,16,500,5
3194,9/19/2023,24,16,500,4
4518,11/4/2023,10,16,1800,5
7790,2/25/2024,4,16,600,5
10182,9/7/2024,2,16,900,4
6580,1/13/2024,3,16,250,4
2726,9/5/2023,24,16,500,4
7184,2/5/2024,2,16,900,4
9801,7/21/2024,4,16,600,4
397,2/8/2023,28,17,300,5
454,2/14/2023,2,17,900,5
1214,4/22/2023,22,17,400,4
3024,9/14/2023,24,17,500,4
5976,12/24/2023,14,17,320,5
6067,12/26/2023,14,17,320,4
6157,12/30/2023,14,17,320,4
6714,1/18/2024,4,17,600,4
1494,5/16/2023,17,17,600,4
2374,8/9/2023,24,17,500,4
6745,1/20/2024,1,17,350,4
7412,2/12/2024,2,17,900,4
8698,3/26/2024,1,17,350,4
23,1/3/2023,9,17,700,4
373,2/6/2023,9,17,700,5
788,3/13/2023,12,17,300,5
2866,9/9/2023,22,17,400,5
6387,1/7/2024,14,17,320,5
3388,9/26/2023,21,17,650,4
5364,12/2/2023,8,17,750,4
6284,1/3/2024,14,17,320,4
6602,1/14/2024,3,17,250,4
6774,1/20/2024,4,17,600,4
6842,1/23/2024,2,17,900,5
10342,9/26/2024,2,17,900,4
2177,7/21/2023,15,17,350,5
4264,10/27/2023,2,17,900,5
5015,11/21/2023,4,17,600,5
8492,3/19/2024,1,17,350,5
92,1/11/2023,12,18,300,5
196,1/22/2023,1,18,350,4
382,2/6/2023,26,18,900,4
782,3/12/2023,14,18,320,4
1614,5/27/2023,21,18,650,5
1929,6/29/2023,2,18,900,4
1953,7/1/2023,13,18,450,5
2765,9/6/2023,24,18,500,5
3442,9/28/2023,21,18,650,5
5114,11/25/2023,3,18,250,5
5196,11/28/2023,1,18,350,5
6922,1/26/2024,2,18,900,4
8048,3/3/2024,4,18,600,5
8280,3/11/2024,3,18,250,5
8382,3/15/2024,2,18,900,4
9920,8/5/2024,4,18,600,4
1718,6/5/2023,22,18,400,5
1902,6/25/2023,11,18,550,4
2483,8/19/2023,24,18,500,5
2559,8/27/2023,24,18,500,5
3405,9/26/2023,24,18,500,5
3536,10/1/2023,21,18,650,5
3973,10/15/2023,8,18,750,5
8535,3/20/2024,2,18,900,4
8766,3/28/2024,3,18,250,5
647,3/2/2023,8,18,750,5
1188,4/20/2023,13,18,450,4
1741,6/7/2023,3,18,250,5
3588,10/2/2023,7,18,1500,5
3702,10/6/2023,3,18,250,4
3807,10/9/2023,9,18,700,5
6057,12/26/2023,14,18,320,5
9371,5/25/2024,4,18,600,5
3015,9/14/2023,22,18,400,4
7313,2/9/2024,4,18,600,4
9222,5/9/2024,3,18,250,5
1437,5/10/2023,15,18,350,5
7311,2/9/2024,4,18,600,5
7634,2/20/2024,1,18,350,4
8164,3/7/2024,2,18,900,4
8506,3/19/2024,1,18,350,5
4706,11/10/2023,11,18,550,5
26,1/3/2023,16,19,500,5
206,1/23/2023,6,19,1200,4
1499,5/16/2023,25,19,600,5
2601,8/31/2023,24,19,500,5
6388,1/7/2024,14,19,320,4
6710,1/18/2024,3,19,250,4
10267,9/18/2024,3,19,250,4
515,2/20/2023,1,19,350,4
749,3/10/2023,8,19,750,5
1434,5/10/2023,13,19,450,5
3122,9/18/2023,21,19,650,4
4594,11/7/2023,2,19,900,4
5174,11/27/2023,5,19,450,5
5578,12/10/2023,1,19,350,4
8556,3/21/2024,2,19,900,5
9592,6/23/2024,2,19,900,4
2410,8/12/2023,24,19,500,4
3225,9/21/2023,21,19,650,4
6146,12/29/2023,14,19,320,5
741,3/9/2023,11,19,550,5
5477,12/7/2023,3,19,250,5
6789,1/21/2024,2,19,900,4
2036,7/8/2023,21,19,650,4
4393,11/1/2023,3,19,250,4
1407,5/8/2023,23,19,250,4
8211,3/9/2024,1,19,350,4
8315,3/12/2024,4,19,600,5
8767,3/28/2024,3,19,250,4
692,3/5/2023,6,20,1200,5
1608,5/26/2023,28,20,300,5
2347,8/6/2023,24,20,500,4
3705,10/6/2023,4,20,600,5
4357,10/30/2023,1,20,350,4
5701,12/14/2023,11,20,550,4
7106,2/2/2024,2,20,900,4
8972,4/14/2024,3,20,250,4
9756,7/15/2024,2,20,900,5
1127,4/13/2023,27,20,200,5
7896,2/29/2024,3,20,250,4
419,2/10/2023,7,20,1500,5
2613,9/1/2023,24,20,500,5
3370,9/25/2023,23,20,250,4
4108,10/21/2023,2,20,900,4
5010,11/20/2023,11,20,550,4
6449,1/9/2024,14,20,320,4
7316,2/9/2024,4,20,600,4
7346,2/10/2024,3,20,250,5
2663,9/2/2023,24,20,500,5
5001,11/20/2023,8,20,750,4
6703,1/18/2024,2,20,900,5
6924,1/26/2024,2,20,900,4
8997,4/16/2024,4,20,600,4
1186,4/20/2023,8,20,750,5
2583,8/29/2023,24,20,500,5
6328,1/5/2024,14,20,320,5
7497,2/15/2024,3,20,250,4
1695,6/4/2023,4,21,600,5
1807,6/14/2023,7,21,1500,5
3649,10/4/2023,6,21,1200,5
3737,10/7/2023,3,21,250,4
4392,11/1/2023,3,21,250,4
4957,11/19/2023,3,21,250,5
8857,3/31/2024,3,21,250,5
230,1/24/2023,17,21,600,5
1851,6/18/2023,26,21,900,4
4040,10/18/2023,5,21,450,4
5124,11/25/2023,7,21,1500,5
6558,1/13/2024,1,21,350,5
7668,2/21/2024,3,21,250,4
7710,2/23/2024,1,21,350,5
8275,3/11/2024,3,21,250,5
8428,3/16/2024,4,21,600,5
9576,6/22/2024,2,21,900,5
9865,7/31/2024,2,21,900,4
392,2/8/2023,16,21,500,4
1574,5/23/2023,19,21,300,4
1873,6/21/2023,24,21,500,4
2129,7/17/2023,22,21,400,5
2859,9/9/2023,22,21,400,4
3552,10/1/2023,23,21,250,5
4557,11/5/2023,9,21,700,5
4760,11/12/2023,9,21,700,4
4771,11/13/2023,3,21,250,4
5130,11/25/2023,10,21,1800,4
1105,4/11/2023,9,21,700,4
6557,1/13/2024,1,21,350,4
4353,10/29/2023,11,21,550,4
7224,2/6/2024,4,21,600,4
810,3/15/2023,5,21,450,5
